"Timestamp","What is your age?","Which Social Media platform/s do you like the most or use the most?","How much time do you spend on social media in a day?(hrs)","How much time do you spend on physical activities in a day?(hrs)","How much do you feel that you are exposed to inappropriate content on these platforms?","Have you ever been a victim of any of these cyber crimes?","Which type of communication do you generally prefer?"
"2022/01/30 10:44:41 am GMT+5:30","26","Twitter;Youtube;Snapchat","Less than 1","More than 4","8","Photos being misused","Face to face"
"2022/01/30 10:45:08 am GMT+5:30","24","Twitter;Youtube;Hike","More than 4","1 to 2.5","1","Photos being misused",""
"2022/01/30 10:45:22 am GMT+5:30","20","Whatsapp;Instagram","1 to 2.5","None","5","Fake profiles","Face to face;Through social media"
"2022/01/30 10:48:30 am GMT+5:30","20","Hike","More than 4","1 to 2.5","6","Fake profiles;Hacking",""
"2022/01/30 10:49:21 am GMT+5:30","28","Twitter;Instagram","1 to 2.5","Up to 4","3","Photos being misused;Hacking",""
"2022/01/30 10:51:10 am GMT+5:30","22","Youtube","1 to 2.5","Less than 1","4","None","Through phone;Through social media"
"2022/01/30 10:52:13 am GMT+5:30","28","Snapchat","Up to 4","None","8","Fake profiles",""
"2022/01/30 10:52:33 am GMT+5:30","28","Snapchat","1 to 2.5","Up to 4","5","Fake profiles;Hacking",""
"2022/01/30 10:52:50 am GMT+5:30","25","Twitter;Youtube;Hike;Snapchat","Up to 4","More than 4","5","Fake profiles;Photos being misused","Text message"
"2022/01/30 10:52:59 am GMT+5:30","21","Twitter;Instagram;Youtube;Hike","1 to 2.5","More than 4","7","Fake profiles","Through phone"
"2022/01/30 10:53:17 am GMT+5:30","27","Twitter;Youtube;Hike","Up to 4","Up to 4","9","Hacking","Through phone;Text message;Face to face"
"2022/01/30 10:54:40 am GMT+5:30","20","Facebook;Youtube;Hike","1 to 2.5","1 to 2.5","5","Photos being misused",""
"2022/01/30 10:55:00 am GMT+5:30","25","Whatsapp;Facebook;Snapchat","1 to 2.5","1 to 2.5","1","Hacking","Through phone;Text message"
"2022/01/30 10:55:33 am GMT+5:30","20","Hike;Snapchat","Up to 4","More than 4","3","Photos being misused;Hacking","Through phone"
"2022/01/30 10:55:36 am GMT+5:30","23","Twitter;Whatsapp","Less than 1","Up to 4","8","Fake profiles","Face to face;Through social media"
"2022/01/30 10:55:45 am GMT+5:30","24","Facebook;Youtube","1 to 2.5","Up to 4","9","Fake profiles","Through phone;Text message"
"2022/01/30 10:55:51 am GMT+5:30","27","Hike","Up to 4","Up to 4","0","Hacking","Text message"
"2022/01/30 10:56:13 am GMT+5:30","23","Youtube","1 to 2.5","None","2","Fake profiles;Photos being misused",""
"2022/01/30 10:56:35 am GMT+5:30","20","Facebook;Hike","1 to 2.5","None","7","Fake profiles;Hacking","Through phone"
"2022/01/30 10:56:44 am GMT+5:30","30","Twitter;Facebook;Instagram;Youtube;Hike;Snapchat","More than 4","1 to 2.5","0","Photos being misused",""
"2022/01/30 10:56:54 am GMT+5:30","22","Twitter;Instagram","Less than 1","1 to 2.5","5","Fake profiles","Text message;Face to face"
"2022/01/30 10:56:58 am GMT+5:30","20","Instagram","More than 4","Up to 4","4","Photos being misused","Through social media"
"2022/01/30 10:57:03 am GMT+5:30","30","Twitter;Whatsapp;Instagram;Snapchat","Up to 4","Up to 4","8","Hacking","Through phone;Face to face"
"2022/01/30 10:57:09 am GMT+5:30","26","Twitter;Whatsapp;Hike","Up to 4","Up to 4","9","Photos being misused;Hacking","Through phone;Text message"
"2022/01/30 10:57:14 am GMT+5:30","23","Whatsapp;Youtube;Hike","Less than 1","More than 4","8","Fake profiles;Hacking","Face to face"
"2022/01/30 10:57:19 am GMT+5:30","28","Whatsapp;Instagram;Snapchat","More than 4","1 to 2.5","3","Fake profiles","Through phone;Through social media"
"2022/01/30 10:57:52 am GMT+5:30","29","Whatsapp;Youtube;Hike","Less than 1","Up to 4","3","Photos being misused;Hacking",""
"2022/01/30 10:58:15 am GMT+5:30","28","Hike;Snapchat","1 to 2.5","1 to 2.5","6","Fake profiles;Hacking","Text message;Through social media"
"2022/01/30 10:58:19 am GMT+5:30","29","Twitter","Up to 4","More than 4","5","Hacking","Through social media"
"2022/01/30 10:58:24 am GMT+5:30","29","Facebook;Hike","1 to 2.5","More than 4","0","Fake profiles;Hacking","Through phone;Face to face;Through social media"
"2022/01/30 10:58:33 am GMT+5:30","29","Twitter;Facebook;Instagram;Youtube","More than 4","None","1","Photos being misused","Through phone;Face to face;Through social media"
"2022/01/30 10:58:38 am GMT+5:30","23","Twitter;Facebook","1 to 2.5","Less than 1","10","Fake profiles","Through social media"
"2022/01/30 10:58:50 am GMT+5:30","19","Facebook;Youtube","Less than 1","None","3","Fake profiles;Hacking","Text message;Face to face;Through social media"
"2022/01/30 10:58:59 am GMT+5:30","19","Twitter;Whatsapp","More than 4","More than 4","5","Hacking",""
"2022/01/30 10:59:08 am GMT+5:30","22","Twitter;Hike;Snapchat","Less than 1","More than 4","8","Photos being misused",""
"2022/01/30 10:59:21 am GMT+5:30","25","Twitter;Facebook;Youtube;Snapchat","Up to 4","Less than 1","2","Photos being misused","Through social media"
"2022/01/30 10:59:24 am GMT+5:30","25","Twitter;Whatsapp;Hike","1 to 2.5","None","9","None","Text message;Face to face"
"2022/01/30 10:59:43 am GMT+5:30","28","Snapchat","More than 4","1 to 2.5","2","Photos being misused;Hacking","Through phone"
"2022/01/30 11:00:20 am GMT+5:30","20","Facebook","1 to 2.5","1 to 2.5","6","Fake profiles","Through social media"
"2022/01/30 11:00:38 am GMT+5:30","22","Youtube","Up to 4","More than 4","3","Photos being misused;Hacking",""
"2022/01/30 11:01:02 am GMT+5:30","25","Whatsapp;Youtube;Snapchat","1 to 2.5","More than 4","8","Fake profiles","Face to face;Through social media"
"2022/01/30 11:01:38 am GMT+5:30","30","Twitter;Facebook;Youtube","Less than 1","1 to 2.5","7","Fake profiles;Photos being misused",""
"2022/01/30 11:02:11 am GMT+5:30","28","Whatsapp;Instagram;Youtube","More than 4","Less than 1","5","Photos being misused","Text message"
"2022/01/30 11:02:39 am GMT+5:30","19","Facebook;Snapchat","Up to 4","Less than 1","3","Hacking","Text message"
"2022/01/30 11:02:51 am GMT+5:30","29","Youtube;Snapchat","More than 4","1 to 2.5","9","Fake profiles;Photos being misused","Through phone;Through social media"
"2022/01/30 11:03:03 am GMT+5:30","28","Twitter;Whatsapp;Hike","More than 4","Up to 4","5","Fake profiles;Hacking",""
"2022/01/30 11:03:20 am GMT+5:30","23","Instagram;Hike;Snapchat","Up to 4","Less than 1","4","Fake profiles","Through social media"
"2022/01/30 11:03:24 am GMT+5:30","21","Twitter;Whatsapp;Youtube;Snapchat","More than 4","Up to 4","4","Fake profiles;Photos being misused","Through phone"
"2022/01/30 11:03:32 am GMT+5:30","25","Twitter;Youtube;Snapchat","1 to 2.5","1 to 2.5","9","Fake profiles",""
"2022/01/30 11:03:48 am GMT+5:30","21","Instagram;Youtube","More than 4","None","1","Fake profiles","Face to face"
"2022/01/30 11:04:03 am GMT+5:30","25","Twitter;Facebook;Hike","Up to 4","Less than 1","1","Hacking","Through social media"
"2022/01/30 11:04:15 am GMT+5:30","19","Twitter;Whatsapp;Facebook","Up to 4","More than 4","6","Photos being misused;Hacking",""
"2022/01/30 11:04:23 am GMT+5:30","22","Snapchat","Up to 4","Less than 1","4","Hacking","Face to face;Through social media"
"2022/01/30 11:04:51 am GMT+5:30","24","Twitter;Facebook;Instagram;Youtube","Up to 4","1 to 2.5","3","Fake profiles","Text message"
"2022/01/30 11:05:03 am GMT+5:30","29","Instagram","Up to 4","None","10","Fake profiles",""
"2022/01/30 11:05:23 am GMT+5:30","30","Facebook","Less than 1","Less than 1","4","Fake profiles;Hacking",""
"2022/01/30 11:05:32 am GMT+5:30","23","Snapchat","Up to 4","More than 4","10","Fake profiles;Hacking","Text message;Face to face;Through social media"
"2022/01/30 11:05:36 am GMT+5:30","21","Facebook;Youtube","Up to 4","1 to 2.5","0","Fake profiles;Photos being misused","Through phone;Face to face"
"2022/01/30 11:05:53 am GMT+5:30","27","Twitter;Whatsapp;Facebook;Hike;Snapchat","1 to 2.5","Less than 1","7","Fake profiles","Through social media"
"2022/01/30 11:05:57 am GMT+5:30","20","Twitter","Up to 4","1 to 2.5","4","Hacking",""
"2022/01/30 11:06:02 am GMT+5:30","22","Hike;Snapchat","More than 4","Up to 4","6","Hacking",""
"2022/01/30 11:06:30 am GMT+5:30","19","Whatsapp;Facebook;Snapchat","More than 4","None","9","Fake profiles;Hacking","Through phone"
"2022/01/30 11:06:46 am GMT+5:30","22","Facebook","Up to 4","Less than 1","7","Photos being misused;Hacking","Through phone;Face to face;Through social media"
"2022/01/30 11:06:51 am GMT+5:30","26","Twitter;Whatsapp;Youtube;Hike","Less than 1","Less than 1","8","Fake profiles","Face to face"
"2022/01/30 11:07:17 am GMT+5:30","23","Whatsapp","Up to 4","Less than 1","5","Fake profiles;Photos being misused",""
"2022/01/30 11:07:36 am GMT+5:30","26","Facebook;Youtube","Less than 1","None","5","Photos being misused","Text message;Face to face;Through social media"
"2022/01/30 11:07:52 am GMT+5:30","20","Instagram","1 to 2.5","1 to 2.5","3","Fake profiles","Text message;Through social media"
"2022/01/30 11:08:00 am GMT+5:30","20","Twitter;Youtube;Hike","1 to 2.5","Up to 4","4","Fake profiles;Photos being misused","Through phone;Text message"
"2022/01/30 11:08:12 am GMT+5:30","30","Twitter;Hike","1 to 2.5","Less than 1","0","Fake profiles",""
"2022/01/30 11:08:43 am GMT+5:30","26","Twitter;Whatsapp;Facebook","More than 4","Less than 1","3","Hacking",""
"2022/01/30 11:08:51 am GMT+5:30","21","Snapchat","1 to 2.5","More than 4","9","Photos being misused;Hacking","Text message;Face to face"
"2022/01/30 11:09:07 am GMT+5:30","26","Hike","Up to 4","Up to 4","2","Fake profiles",""
"2022/01/30 11:09:18 am GMT+5:30","25","Hike;Snapchat","Less than 1","1 to 2.5","8","Fake profiles","Text message;Face to face;Through social media"
"2022/01/30 11:09:27 am GMT+5:30","23","Whatsapp","1 to 2.5","1 to 2.5","7","Photos being misused;Hacking",""
"2022/01/30 11:09:38 am GMT+5:30","28","Twitter;Instagram;Hike;Snapchat","Up to 4","None","3","Photos being misused","Face to face"
"2022/01/30 11:09:47 am GMT+5:30","22","Twitter;Snapchat","Less than 1","More than 4","5","Photos being misused;Hacking",""
"2022/01/30 11:09:55 am GMT+5:30","30","Twitter;Whatsapp;Youtube;Snapchat","1 to 2.5","Less than 1","7","Hacking","Through phone;Face to face"
"2022/01/30 11:09:59 am GMT+5:30","25","Facebook","1 to 2.5","1 to 2.5","8","Fake profiles","Through social media"
"2022/01/30 11:10:15 am GMT+5:30","25","Twitter;Facebook;Instagram;Hike;Snapchat","1 to 2.5","1 to 2.5","6","Fake profiles;Photos being misused","Text message"
"2022/01/30 11:10:37 am GMT+5:30","24","Facebook;Hike;Snapchat","More than 4","None","8","Photos being misused;Hacking","Through phone"
"2022/01/30 11:11:02 am GMT+5:30","25","Twitter","Less than 1","Up to 4","10","Photos being misused","Through phone;Through social media"
"2022/01/30 11:11:10 am GMT+5:30","28","Instagram;Snapchat","More than 4","More than 4","8","Fake profiles;Photos being misused","Through phone"
"2022/01/30 11:11:19 am GMT+5:30","24","Twitter;Whatsapp;Instagram;Youtube;Hike;Snapchat","Up to 4","More than 4","10","Fake profiles","Through social media"
"2022/01/30 11:11:30 am GMT+5:30","24","Whatsapp;Instagram;Youtube","1 to 2.5","1 to 2.5","4","Fake profiles",""
"2022/01/30 11:11:35 am GMT+5:30","27","Facebook;Youtube;Hike;Snapchat","Up to 4","More than 4","9","Hacking",""
"2022/01/30 11:11:47 am GMT+5:30","27","Twitter;Instagram","1 to 2.5","More than 4","5","Photos being misused","Through phone;Face to face"
"2022/01/30 11:11:52 am GMT+5:30","21","Whatsapp;Facebook;Instagram;Youtube","1 to 2.5","Up to 4","6","Fake profiles;Photos being misused",""
"2022/01/30 11:12:02 am GMT+5:30","29","Facebook;Instagram;Hike;Snapchat","More than 4","None","10","Fake profiles;Hacking","Face to face;Through social media"
"2022/01/30 11:12:22 am GMT+5:30","21","Whatsapp;Instagram","Less than 1","More than 4","5","Fake profiles;Photos being misused",""
"2022/01/30 11:13:26 am GMT+5:30","19","Twitter;Whatsapp;Youtube;Hike","1 to 2.5","Less than 1","7","Fake profiles;Hacking","Text message;Face to face;Through social media"
"2022/01/30 11:13:33 am GMT+5:30","22","Whatsapp","Up to 4","Up to 4","7","Photos being misused","Text message"
"2022/01/30 11:13:37 am GMT+5:30","23","Youtube","More than 4","1 to 2.5","4","Fake profiles;Photos being misused","Through phone"
"2022/01/30 11:13:41 am GMT+5:30","29","Twitter;Whatsapp;Snapchat","1 to 2.5","None","10","Fake profiles;Photos being misused",""
"2022/01/30 11:13:46 am GMT+5:30","30","Youtube;Snapchat","Up to 4","Less than 1","2","Photos being misused;Hacking","Face to face"
"2022/01/30 11:13:50 am GMT+5:30","27","Whatsapp;Instagram;Youtube;Hike","1 to 2.5","Less than 1","3","Fake profiles;Photos being misused",""
"2022/01/30 11:14:24 am GMT+5:30","24","Whatsapp;Hike","More than 4","1 to 2.5","6","Fake profiles;Photos being misused","Text message;Face to face;Through social media"
"2022/01/30 11:14:28 am GMT+5:30","20","Twitter;Youtube","1 to 2.5","1 to 2.5","10","Hacking","Through phone;Text message"
"2022/01/30 11:14:42 am GMT+5:30","27","Youtube","1 to 2.5","Less than 1","9","Photos being misused",""
"2022/01/30 11:15:03 am GMT+5:30","26","Facebook;Hike","Up to 4","More than 4","3","Photos being misused","Through phone;Through social media"
"2022/01/30 11:17:19 am GMT+5:30","30","Whatsapp;Instagram","1 to 2.5","Up to 4","1","Hacking","Text message;Through social media"
"2022/01/30 11:18:08 am GMT+5:30","24","Instagram;Hike;Snapchat","More than 4","Less than 1","3","Fake profiles","Through phone"
"2022/01/30 11:18:19 am GMT+5:30","19","Whatsapp","Less than 1","Less than 1","1","Photos being misused;Hacking",""
"2022/01/30 11:18:45 am GMT+5:30","24","Whatsapp;Youtube","More than 4","More than 4","0","Fake profiles;Photos being misused","Text message"
"2022/01/30 11:19:05 am GMT+5:30","22","Twitter;Hike","Up to 4","Up to 4","0","Hacking",""
"2022/01/30 11:19:19 am GMT+5:30","30","Instagram;Hike","More than 4","More than 4","3","Fake profiles;Photos being misused",""
"2022/01/30 11:19:35 am GMT+5:30","26","Twitter;Facebook;Instagram;Hike","1 to 2.5","Up to 4","3","Hacking","Through phone"
"2022/01/30 11:19:45 am GMT+5:30","20","Hike","More than 4","More than 4","8","Photos being misused;Hacking",""
"2022/01/30 11:44:54 am GMT+5:30","21","Twitter;Instagram;Youtube;Hike","Less than 1","1 to 2.5","4","Photos being misused",""
"2022/01/30 11:45:29 am GMT+5:30","30","Twitter;Whatsapp;Facebook;Instagram;Youtube","More than 4","Up to 4","3","Hacking","Through phone;Face to face;Through social media"
"2022/01/30 11:45:45 am GMT+5:30","29","Twitter;Youtube;Hike","Up to 4","Up to 4","10","Hacking",""
"2022/01/30 11:45:50 am GMT+5:30","25","Twitter","Less than 1","1 to 2.5","8","Fake profiles;Hacking","Through phone"
"2022/01/30 11:45:58 am GMT+5:30","27","Whatsapp;Hike","More than 4","More than 4","1","Fake profiles;Hacking",""
"2022/01/30 11:46:31 am GMT+5:30","19","Twitter;Instagram","More than 4","None","2","Fake profiles;Hacking","Through phone;Through social media"
"2022/01/30 11:47:06 am GMT+5:30","29","Whatsapp;Facebook;Hike","1 to 2.5","Up to 4","10","Hacking",""
"2022/01/30 11:47:35 am GMT+5:30","29","Whatsapp;Facebook;Youtube;Snapchat","Up to 4","1 to 2.5","1","Fake profiles;Photos being misused",""
"2022/01/30 11:47:43 am GMT+5:30","19","Snapchat","Up to 4","Up to 4","3","Fake profiles;Photos being misused",""
"2022/01/30 11:47:59 am GMT+5:30","22","Hike","More than 4","Less than 1","3","Fake profiles","Through phone;Text message"
"2022/01/30 11:48:08 am GMT+5:30","22","Twitter;Whatsapp;Facebook;Instagram;Hike","1 to 2.5","Up to 4","6","Hacking",""
"2022/01/30 11:48:16 am GMT+5:30","28","Facebook;Instagram","Up to 4","1 to 2.5","0","Fake profiles;Hacking","Text message;Face to face"
"2022/01/30 11:48:21 am GMT+5:30","28","Twitter;Whatsapp;Facebook;Instagram;Youtube","Up to 4","Less than 1","10","Photos being misused","Text message"
"2022/01/30 11:48:36 am GMT+5:30","23","Whatsapp;Facebook;Youtube;Hike;Snapchat","1 to 2.5","None","7","Photos being misused;Hacking",""
"2022/01/30 11:48:41 am GMT+5:30","27","Twitter;Whatsapp;Facebook;Youtube;Hike","More than 4","More than 4","9","Fake profiles",""
"2022/01/30 11:48:45 am GMT+5:30","26","Twitter;Instagram;Youtube;Hike","More than 4","1 to 2.5","8","Photos being misused","Through phone"
"2022/01/30 11:49:05 am GMT+5:30","27","Twitter;Facebook","1 to 2.5","More than 4","0","Photos being misused","Through phone"
"2022/01/30 11:49:28 am GMT+5:30","20","Instagram;Hike;Snapchat","More than 4","Up to 4","10","Fake profiles",""
"2022/01/30 11:49:36 am GMT+5:30","27","Youtube;Hike;Snapchat","Up to 4","Less than 1","8","Photos being misused;Hacking",""
"2022/01/30 11:50:13 am GMT+5:30","20","Twitter;Facebook;Instagram","Up to 4","Up to 4","9","Hacking","Text message;Face to face"
"2022/01/30 11:50:21 am GMT+5:30","20","Whatsapp;Facebook;Instagram","Less than 1","None","4","Photos being misused",""
"2022/01/30 11:50:56 am GMT+5:30","29","Whatsapp;Youtube","1 to 2.5","1 to 2.5","0","Fake profiles","Text message"
"2022/01/30 11:51:27 am GMT+5:30","25","Instagram;Youtube","Less than 1","More than 4","5","Fake profiles","Text message"
"2022/01/30 11:51:35 am GMT+5:30","26","Twitter;Hike;Snapchat","Up to 4","1 to 2.5","10","Fake profiles","Through social media"
"2022/01/30 11:51:59 am GMT+5:30","29","Twitter;Facebook","1 to 2.5","None","8","Fake profiles",""
"2022/01/30 11:52:03 am GMT+5:30","24","Twitter;Instagram;Youtube","1 to 2.5","More than 4","0","Fake profiles",""
"2022/01/30 11:52:30 am GMT+5:30","26","Twitter;Facebook;Youtube","More than 4","Less than 1","5","Fake profiles;Photos being misused",""
"2022/01/30 11:52:42 am GMT+5:30","22","Twitter;Hike","Less than 1","1 to 2.5","6","Photos being misused;Hacking","Face to face"
"2022/01/30 11:52:59 am GMT+5:30","30","Facebook;Instagram;Snapchat","Less than 1","Up to 4","8","Hacking","Text message"
"2022/01/30 11:53:07 am GMT+5:30","21","Twitter;Facebook;Instagram;Hike","More than 4","Up to 4","0","Photos being misused","Through phone"
"2022/01/30 11:53:19 am GMT+5:30","29","Twitter;Facebook;Instagram;Youtube;Hike;Snapchat","More than 4","More than 4","2","Photos being misused",""
"2022/01/30 11:53:37 am GMT+5:30","22","Instagram;Snapchat","More than 4","1 to 2.5","8","Fake profiles",""
"2022/01/30 11:53:42 am GMT+5:30","20","Whatsapp;Instagram","Up to 4","Up to 4","2","Photos being misused",""
"2022/01/30 11:53:58 am GMT+5:30","22","Youtube","More than 4","Less than 1","0","Photos being misused","Face to face"
"2022/01/30 11:54:02 am GMT+5:30","30","Twitter;Whatsapp;Instagram;Youtube;Hike","1 to 2.5","More than 4","6","Hacking","Face to face"
"2022/01/30 11:54:17 am GMT+5:30","27","Whatsapp;Snapchat","More than 4","None","7","Fake profiles;Photos being misused","Text message"
"2022/01/30 11:54:26 am GMT+5:30","24","Twitter;Instagram;Youtube","Less than 1","Up to 4","7","Fake profiles",""
"2022/01/30 11:54:30 am GMT+5:30","23","Facebook","Less than 1","None","1","Fake profiles;Hacking",""
"2022/01/30 11:54:50 am GMT+5:30","21","Facebook;Youtube;Hike;Snapchat","1 to 2.5","None","8","Hacking","Through phone"
"2022/01/30 11:54:58 am GMT+5:30","25","Twitter;Snapchat","More than 4","None","3","Hacking","Through phone"
"2022/01/30 11:55:18 am GMT+5:30","19","Facebook;Hike;Snapchat","1 to 2.5","More than 4","1","Hacking",""
"2022/01/30 11:55:26 am GMT+5:30","30","Twitter;Facebook;Snapchat","More than 4","1 to 2.5","1","Photos being misused","Face to face"
"2022/01/30 11:55:34 am GMT+5:30","29","Instagram;Hike","1 to 2.5","None","9","Photos being misused","Through social media"
"2022/01/30 11:55:50 am GMT+5:30","27","Whatsapp;Facebook;Youtube;Snapchat","1 to 2.5","Up to 4","0","Fake profiles;Hacking","Through social media"
"2022/01/30 11:56:02 am GMT+5:30","20","Twitter;Whatsapp;Facebook;Instagram;Youtube;Hike","Less than 1","More than 4","4","Hacking","Through social media"
"2022/01/30 11:56:11 am GMT+5:30","19","Whatsapp;Instagram;Hike;Snapchat","Up to 4","None","5","Photos being misused","Text message"
"2022/01/30 11:56:19 am GMT+5:30","22","Instagram","More than 4","None","3","Fake profiles;Photos being misused","Text message"
"2022/01/30 11:56:23 am GMT+5:30","27","Whatsapp","Less than 1","Up to 4","1","Hacking",""
"2022/01/30 11:56:31 am GMT+5:30","26","Whatsapp;Youtube;Hike","Less than 1","Less than 1","2","Fake profiles","Text message;Face to face;Through social media"
"2022/01/30 11:56:47 am GMT+5:30","20","Youtube","Up to 4","Up to 4","5","Photos being misused;Hacking",""
"2022/01/30 11:56:54 am GMT+5:30","22","Twitter;Youtube","Less than 1","1 to 2.5","0","Fake profiles","Through social media"
"2022/01/30 11:57:03 am GMT+5:30","26","Youtube","1 to 2.5","None","9","Fake profiles;Photos being misused","Through phone;Through social media"
"2022/01/30 11:57:23 am GMT+5:30","24","Instagram;Hike;Snapchat","1 to 2.5","None","2","Photos being misused","Through phone;Text message"
"2022/01/30 11:57:38 am GMT+5:30","26","Facebook;Instagram","Up to 4","More than 4","10","Fake profiles","Face to face"
"2022/01/30 11:57:43 am GMT+5:30","20","Whatsapp","1 to 2.5","Up to 4","4","Fake profiles;Photos being misused","Text message;Face to face"
"2022/01/30 11:58:02 am GMT+5:30","23","Whatsapp;Facebook;Snapchat","Less than 1","1 to 2.5","4","Photos being misused;Hacking","Through phone;Text message;Through social media"
"2022/01/30 11:58:22 am GMT+5:30","27","Whatsapp;Facebook;Instagram;Youtube;Hike;Snapchat","Up to 4","Up to 4","4","Photos being misused",""
"2022/01/30 11:58:55 am GMT+5:30","19","Twitter;Instagram;Youtube;Hike;Snapchat","Less than 1","1 to 2.5","1","Photos being misused;Hacking","Face to face"
"2022/01/30 11:59:12 am GMT+5:30","21","Whatsapp;Youtube","Less than 1","1 to 2.5","2","Photos being misused","Text message"
"2022/01/30 11:59:21 am GMT+5:30","21","Whatsapp","Less than 1","Less than 1","9","Photos being misused",""
"2022/01/30 11:59:33 am GMT+5:30","22","Twitter;Facebook;Hike","More than 4","1 to 2.5","5","Fake profiles",""
"2022/01/30 11:59:43 am GMT+5:30","26","Twitter;Whatsapp","Less than 1","Up to 4","6","Fake profiles","Face to face"
"2022/01/30 12:00:01 pm GMT+5:30","30","Instagram;Youtube","1 to 2.5","Less than 1","6","Fake profiles",""
"2022/01/30 12:00:11 pm GMT+5:30","23","Twitter;Instagram;Youtube;Hike","Up to 4","More than 4","9","Fake profiles;Hacking","Through phone"
"2022/01/30 12:00:23 pm GMT+5:30","24","Twitter;Youtube","Up to 4","1 to 2.5","4","Hacking","Through phone"
"2022/01/30 12:00:39 pm GMT+5:30","20","Youtube","More than 4","Up to 4","3","Hacking",""
"2022/01/30 12:00:44 pm GMT+5:30","20","Facebook;Hike","Up to 4","1 to 2.5","10","Photos being misused;Hacking","Through phone"
"2022/01/30 12:00:57 pm GMT+5:30","27","Twitter;Facebook;Youtube;Snapchat","1 to 2.5","1 to 2.5","3","Hacking","Face to face;Through social media"
"2022/01/30 12:01:08 pm GMT+5:30","24","Twitter;Facebook","Less than 1","Up to 4","4","Hacking","Face to face;Through social media"
"2022/01/30 12:01:21 pm GMT+5:30","26","Facebook;Instagram","Up to 4","More than 4","6","Fake profiles;Hacking","Text message;Through social media"
"2022/01/30 12:01:26 pm GMT+5:30","30","Twitter;Snapchat","1 to 2.5","Less than 1","5","Fake profiles",""
"2022/01/30 12:02:22 pm GMT+5:30","21","Twitter;Instagram;Youtube","Up to 4","1 to 2.5","3","Fake profiles;Hacking","Through phone;Face to face"
"2022/01/30 12:02:57 pm GMT+5:30","28","Twitter;Whatsapp;Facebook;Instagram;Youtube","Less than 1","1 to 2.5","2","Fake profiles;Photos being misused","Through phone;Through social media"
"2022/01/30 12:03:03 pm GMT+5:30","29","Hike;Snapchat","More than 4","None","0","Photos being misused","Text message"
"2022/01/30 12:03:08 pm GMT+5:30","24","Youtube","Up to 4","None","3","Fake profiles;Photos being misused","Text message"
"2022/01/30 12:03:21 pm GMT+5:30","24","Instagram","1 to 2.5","Up to 4","5","Fake profiles",""
"2022/01/30 12:03:28 pm GMT+5:30","30","Whatsapp","Less than 1","1 to 2.5","5","Fake profiles;Hacking","Text message;Face to face"
"2022/01/30 12:03:49 pm GMT+5:30","23","Twitter;Whatsapp;Instagram","Up to 4","Up to 4","7","Fake profiles;Hacking",""
"2022/01/30 12:04:20 pm GMT+5:30","27","Youtube","Less than 1","1 to 2.5","10","Hacking","Text message;Through social media"
"2022/01/30 12:04:39 pm GMT+5:30","27","Twitter;Facebook;Youtube","1 to 2.5","Less than 1","10","Photos being misused","Text message;Face to face"
"2022/01/30 12:05:02 pm GMT+5:30","29","Instagram;Snapchat","Less than 1","1 to 2.5","2","Fake profiles;Photos being misused",""
"2022/01/30 12:05:31 pm GMT+5:30","22","Twitter;Instagram;Snapchat","Less than 1","Less than 1","10","Fake profiles","Through phone;Through social media"
"2022/01/30 12:05:36 pm GMT+5:30","28","Whatsapp;Instagram","Less than 1","More than 4","6","Fake profiles","Through phone;Face to face"
"2022/01/30 12:06:19 pm GMT+5:30","22","Facebook","Less than 1","Up to 4","1","Photos being misused;Hacking",""
"2022/01/30 12:06:24 pm GMT+5:30","20","Instagram;Hike","1 to 2.5","None","8","Photos being misused","Through phone;Face to face;Through social media"
"2022/01/30 12:06:42 pm GMT+5:30","24","Whatsapp;Youtube;Hike;Snapchat","More than 4","More than 4","2","Hacking","Face to face"
"2022/01/30 12:07:01 pm GMT+5:30","19","Whatsapp","Less than 1","More than 4","2","Fake profiles","Face to face"
"2022/01/30 12:07:19 pm GMT+5:30","19","Whatsapp;Youtube","Up to 4","1 to 2.5","1","Hacking",""
"2022/01/30 12:07:23 pm GMT+5:30","22","Hike","More than 4","None","9","Photos being misused","Through phone"
"2022/01/30 12:07:41 pm GMT+5:30","29","Hike","More than 4","None","8","Fake profiles","Text message"
"2022/01/30 12:07:46 pm GMT+5:30","22","Youtube;Hike","1 to 2.5","None","9","Photos being misused","Through phone;Text message;Through social media"
"2022/01/30 12:07:51 pm GMT+5:30","27","Youtube","1 to 2.5","None","4","Hacking","Through phone"
"2022/01/30 12:08:03 pm GMT+5:30","21","Whatsapp;Snapchat","Up to 4","1 to 2.5","10","Hacking","Face to face"
"2022/01/30 12:08:08 pm GMT+5:30","21","Youtube;Hike","Less than 1","None","3","Photos being misused;Hacking",""
"2022/01/30 12:08:21 pm GMT+5:30","27","Youtube;Snapchat","Up to 4","Up to 4","2","Photos being misused;Hacking",""
"2022/01/30 12:08:33 pm GMT+5:30","21","Whatsapp","More than 4","None","3","Photos being misused","Through phone"
"2022/01/30 12:08:39 pm GMT+5:30","26","Whatsapp;Youtube","Less than 1","1 to 2.5","3","Photos being misused","Text message"
"2022/01/30 12:08:44 pm GMT+5:30","21","Facebook","Less than 1","Up to 4","4","Hacking",""
"2022/01/30 12:09:30 pm GMT+5:30","23","Twitter;Whatsapp;Facebook;Snapchat","Up to 4","Less than 1","10","Photos being misused;Hacking",""
"2022/01/30 12:09:36 pm GMT+5:30","28","Facebook;Instagram;Youtube;Snapchat","Less than 1","None","3","Fake profiles;Hacking",""
